  0%|                                 | 0/1075 [00:00<?, ?it/s]/home/ubuntu/ejpark/embed_train/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2906: UserWarning: `max_length` is ignored when `padding`=`True` and there is no truncation strategy. To pad to max length, use `padding='max_length'`.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                      
{'loss': 2.1562, 'grad_norm': 4.200131416320801, 'learning_rate': 1.0000000000000001e-07, 'epoch': 0.0}
{'loss': 1.9453, 'grad_norm': 16.87442970275879, 'learning_rate': 2.5e-06, 'epoch': 0.12}
{'loss': 2.033, 'grad_norm': 16.09850311279297, 'learning_rate': 2.6e-06, 'epoch': 0.12}
{'loss': 1.9705, 'grad_norm': 20.883312225341797, 'learning_rate': 2.7000000000000004e-06, 'epoch': 0.13}
{'loss': 1.9291, 'grad_norm': 18.95850944519043, 'learning_rate': 2.8000000000000003e-06, 'epoch': 0.13}
{'loss': 1.9548, 'grad_norm': 14.964500427246094, 'learning_rate': 2.9e-06, 'epoch': 0.13}
{'loss': 1.7517, 'grad_norm': 24.967195510864258, 'learning_rate': 3e-06, 'epoch': 0.14}
{'loss': 1.7123, 'grad_norm': 40.64152526855469, 'learning_rate': 3.1000000000000004e-06, 'epoch': 0.14}
{'loss': 1.6692, 'grad_norm': 33.86846923828125, 'learning_rate': 3.2000000000000003e-06, 'epoch': 0.15}
{'loss': 1.4908, 'grad_norm': 42.389530181884766, 'learning_rate': 3.3000000000000006e-06, 'epoch': 0.15}
{'loss': 1.4032, 'grad_norm': 36.71236801147461, 'learning_rate': 3.4000000000000005e-06, 'epoch': 0.16}
{'loss': 1.0822, 'grad_norm': 57.66561508178711, 'learning_rate': 3.5e-06, 'epoch': 0.16}
{'loss': 1.2021, 'grad_norm': 80.45478820800781, 'learning_rate': 3.6000000000000003e-06, 'epoch': 0.17}
{'loss': 1.1603, 'grad_norm': 54.48291015625, 'learning_rate': 3.7e-06, 'epoch': 0.17}
{'loss': 1.7937, 'grad_norm': 114.78105926513672, 'learning_rate': 3.8000000000000005e-06, 'epoch': 0.18}
{'loss': 2.9181, 'grad_norm': 174.2604522705078, 'learning_rate': 3.900000000000001e-06, 'epoch': 0.18}
{'loss': 1.5008, 'grad_norm': 228.4889373779297, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.19}
{'loss': 1.1675, 'grad_norm': 71.10777282714844, 'learning_rate': 4.1e-06, 'epoch': 0.19}
{'loss': 2.3051, 'grad_norm': 202.93199157714844, 'learning_rate': 4.2000000000000004e-06, 'epoch': 0.2}
{'loss': 1.2823, 'grad_norm': 86.08277130126953, 'learning_rate': 4.3e-06, 'epoch': 0.2}
{'loss': 1.3669, 'grad_norm': 130.22508239746094, 'learning_rate': 4.4e-06, 'epoch': 0.2}
{'loss': 1.0607, 'grad_norm': 81.24243927001953, 'learning_rate': 4.5e-06, 'epoch': 0.21}
{'loss': 1.1637, 'grad_norm': 45.50912094116211, 'learning_rate': 4.600000000000001e-06, 'epoch': 0.21}
{'loss': 0.97, 'grad_norm': 27.395851135253906, 'learning_rate': 4.7e-06, 'epoch': 0.22}
{'loss': 1.2216, 'grad_norm': 68.8927001953125, 'learning_rate': 4.800000000000001e-06, 'epoch': 0.22}
{'loss': 0.9169, 'grad_norm': 72.78468322753906, 'learning_rate': 4.9000000000000005e-06, 'epoch': 0.23}
{'loss': 1.13, 'grad_norm': 35.72636795043945, 'learning_rate': 5e-06, 'epoch': 0.23}
{'loss': 1.3676, 'grad_norm': 41.200889587402344, 'learning_rate': 5.1e-06, 'epoch': 0.24}
{'loss': 0.9147, 'grad_norm': 29.29728126525879, 'learning_rate': 5.2e-06, 'epoch': 0.24}
{'loss': 1.0692, 'grad_norm': 62.08515548706055, 'learning_rate': 5.300000000000001e-06, 'epoch': 0.25}
{'loss': 1.2943, 'grad_norm': 35.266056060791016, 'learning_rate': 5.400000000000001e-06, 'epoch': 0.25}
{'loss': 1.2091, 'grad_norm': 43.112266540527344, 'learning_rate': 5.500000000000001e-06, 'epoch': 0.26}
{'loss': 0.9646, 'grad_norm': 61.4412841796875, 'learning_rate': 5.600000000000001e-06, 'epoch': 0.26}
{'loss': 0.5053, 'grad_norm': 29.56757926940918, 'learning_rate': 5.7e-06, 'epoch': 0.27}
{'loss': 0.9067, 'grad_norm': 118.22770690917969, 'learning_rate': 5.8e-06, 'epoch': 0.27}
{'loss': 0.944, 'grad_norm': 41.6761360168457, 'learning_rate': 5.9e-06, 'epoch': 0.27}
{'loss': 0.9072, 'grad_norm': 35.19409942626953, 'learning_rate': 6e-06, 'epoch': 0.28}
{'loss': 0.8486, 'grad_norm': 48.252498626708984, 'learning_rate': 6.1e-06, 'epoch': 0.28}
{'loss': 1.173, 'grad_norm': 45.12555694580078, 'learning_rate': 6.200000000000001e-06, 'epoch': 0.29}
{'loss': 0.5496, 'grad_norm': 44.00249481201172, 'learning_rate': 6.300000000000001e-06, 'epoch': 0.29}
{'loss': 0.8455, 'grad_norm': 96.27458953857422, 'learning_rate': 6.4000000000000006e-06, 'epoch': 0.3}
{'loss': 0.7944, 'grad_norm': 50.34128952026367, 'learning_rate': 6.5000000000000004e-06, 'epoch': 0.3}
{'loss': 0.7458, 'grad_norm': 36.116920471191406, 'learning_rate': 6.600000000000001e-06, 'epoch': 0.31}
{'loss': 0.5819, 'grad_norm': 34.7791633605957, 'learning_rate': 6.700000000000001e-06, 'epoch': 0.31}
{'loss': 0.6333, 'grad_norm': 32.887176513671875, 'learning_rate': 6.800000000000001e-06, 'epoch': 0.32}
{'loss': 0.4294, 'grad_norm': 20.35417938232422, 'learning_rate': 6.9e-06, 'epoch': 0.32}
{'loss': 0.4881, 'grad_norm': 31.7471866607666, 'learning_rate': 7e-06, 'epoch': 0.33}
{'loss': 0.6014, 'grad_norm': 44.85348892211914, 'learning_rate': 7.100000000000001e-06, 'epoch': 0.33}
{'loss': 0.447, 'grad_norm': 36.01176071166992, 'learning_rate': 7.2000000000000005e-06, 'epoch': 0.33}
{'loss': 0.6632, 'grad_norm': 58.414337158203125, 'learning_rate': 7.3e-06, 'epoch': 0.34}
{'loss': 0.354, 'grad_norm': 34.248050689697266, 'learning_rate': 7.4e-06, 'epoch': 0.34}
{'loss': 0.3988, 'grad_norm': 40.031864166259766, 'learning_rate': 7.500000000000001e-06, 'epoch': 0.35}
{'loss': 0.6882, 'grad_norm': 61.306251525878906, 'learning_rate': 7.600000000000001e-06, 'epoch': 0.35}
{'loss': 0.3007, 'grad_norm': 42.370361328125, 'learning_rate': 7.7e-06, 'epoch': 0.36}
{'loss': 0.494, 'grad_norm': 36.01285934448242, 'learning_rate': 7.800000000000002e-06, 'epoch': 0.36}
{'loss': 0.4649, 'grad_norm': 26.435718536376953, 'learning_rate': 7.9e-06, 'epoch': 0.37}
{'loss': 0.2548, 'grad_norm': 21.306028366088867, 'learning_rate': 8.000000000000001e-06, 'epoch': 0.37}
{'loss': 0.3617, 'grad_norm': 39.81546401977539, 'learning_rate': 8.1e-06, 'epoch': 0.38}
{'loss': 0.3372, 'grad_norm': 52.546913146972656, 'learning_rate': 8.2e-06, 'epoch': 0.38}
{'loss': 0.3507, 'grad_norm': 23.881725311279297, 'learning_rate': 8.3e-06, 'epoch': 0.39}
{'loss': 0.1759, 'grad_norm': 13.792641639709473, 'learning_rate': 8.400000000000001e-06, 'epoch': 0.39}
{'loss': 0.4107, 'grad_norm': 60.21864318847656, 'learning_rate': 8.5e-06, 'epoch': 0.4}
{'loss': 0.3468, 'grad_norm': 51.48419189453125, 'learning_rate': 8.6e-06, 'epoch': 0.4}
{'loss': 0.3249, 'grad_norm': 30.423566818237305, 'learning_rate': 8.700000000000001e-06, 'epoch': 0.4}
{'loss': 0.4013, 'grad_norm': 34.92466354370117, 'learning_rate': 8.8e-06, 'epoch': 0.41}
{'loss': 0.6378, 'grad_norm': 44.53459930419922, 'learning_rate': 8.900000000000001e-06, 'epoch': 0.41}
{'loss': 0.4524, 'grad_norm': 31.892778396606445, 'learning_rate': 9e-06, 'epoch': 0.42}
{'loss': 0.3726, 'grad_norm': 29.27312469482422, 'learning_rate': 9.100000000000001e-06, 'epoch': 0.42}
{'loss': 0.3777, 'grad_norm': 28.787553787231445, 'learning_rate': 9.200000000000002e-06, 'epoch': 0.43}
{'loss': 0.4605, 'grad_norm': 20.201005935668945, 'learning_rate': 9.3e-06, 'epoch': 0.43}
{'loss': 0.4412, 'grad_norm': 26.76038360595703, 'learning_rate': 9.4e-06, 'epoch': 0.44}
{'loss': 0.5415, 'grad_norm': 29.428791046142578, 'learning_rate': 9.5e-06, 'epoch': 0.44}
{'loss': 0.3253, 'grad_norm': 20.514907836914062, 'learning_rate': 9.600000000000001e-06, 'epoch': 0.45}
{'loss': 0.2854, 'grad_norm': 21.89211654663086, 'learning_rate': 9.7e-06, 'epoch': 0.45}
{'loss': 0.1593, 'grad_norm': 27.504627227783203, 'learning_rate': 9.800000000000001e-06, 'epoch': 0.46}
{'loss': 0.3145, 'grad_norm': 36.4517936706543, 'learning_rate': 9.9e-06, 'epoch': 0.46}
{'loss': 0.4128, 'grad_norm': 36.53908157348633, 'learning_rate': 1e-05, 'epoch': 0.47}
  warnings.warn(
                                                                      
{'loss': 0.3773, 'grad_norm': 42.05133056640625, 'learning_rate': 9.98974358974359e-06, 'epoch': 0.47}
{'loss': 0.0829, 'grad_norm': 11.177872657775879, 'learning_rate': 9.97948717948718e-06, 'epoch': 0.47}
{'loss': 0.1954, 'grad_norm': 28.567710876464844, 'learning_rate': 9.96923076923077e-06, 'epoch': 0.48}
{'loss': 0.4434, 'grad_norm': 49.534122467041016, 'learning_rate': 9.95897435897436e-06, 'epoch': 0.48}
{'loss': 0.2816, 'grad_norm': 43.20402526855469, 'learning_rate': 9.94871794871795e-06, 'epoch': 0.49}
{'loss': 0.1824, 'grad_norm': 23.830419540405273, 'learning_rate': 9.93846153846154e-06, 'epoch': 0.49}
{'loss': 0.1793, 'grad_norm': 29.95689582824707, 'learning_rate': 9.92820512820513e-06, 'epoch': 0.5}
{'loss': 0.2816, 'grad_norm': 34.34962844848633, 'learning_rate': 9.91794871794872e-06, 'epoch': 0.5}
{'loss': 0.2429, 'grad_norm': 25.15872573852539, 'learning_rate': 9.907692307692309e-06, 'epoch': 0.51}
{'loss': 0.1271, 'grad_norm': 27.42079734802246, 'learning_rate': 9.897435897435899e-06, 'epoch': 0.51}
{'loss': 0.3151, 'grad_norm': 29.355552673339844, 'learning_rate': 9.887179487179489e-06, 'epoch': 0.52}
{'loss': 0.206, 'grad_norm': 22.817012786865234, 'learning_rate': 9.876923076923077e-06, 'epoch': 0.52}
{'loss': 0.1561, 'grad_norm': 21.219635009765625, 'learning_rate': 9.866666666666668e-06, 'epoch': 0.53}
{'loss': 0.2307, 'grad_norm': 16.80725860595703, 'learning_rate': 9.856410256410256e-06, 'epoch': 0.53}
{'loss': 0.2619, 'grad_norm': 33.717918395996094, 'learning_rate': 9.846153846153848e-06, 'epoch': 0.53}
{'loss': 0.2252, 'grad_norm': 30.87799072265625, 'learning_rate': 9.835897435897438e-06, 'epoch': 0.54}
{'loss': 0.2366, 'grad_norm': 57.01124954223633, 'learning_rate': 9.825641025641026e-06, 'epoch': 0.54}
{'loss': 0.2054, 'grad_norm': 15.936996459960938, 'learning_rate': 9.815384615384617e-06, 'epoch': 0.55}
{'loss': 0.1502, 'grad_norm': 27.546110153198242, 'learning_rate': 9.805128205128205e-06, 'epoch': 0.55}
{'loss': 0.0823, 'grad_norm': 11.894438743591309, 'learning_rate': 9.794871794871795e-06, 'epoch': 0.56}
{'loss': 0.1849, 'grad_norm': 42.20918655395508, 'learning_rate': 9.784615384615387e-06, 'epoch': 0.56}
{'loss': 0.2276, 'grad_norm': 25.881776809692383, 'learning_rate': 9.774358974358975e-06, 'epoch': 0.57}
{'loss': 0.228, 'grad_norm': 32.836124420166016, 'learning_rate': 9.764102564102564e-06, 'epoch': 0.57}
{'loss': 0.1511, 'grad_norm': 18.845252990722656, 'learning_rate': 9.753846153846154e-06, 'epoch': 0.58}
{'loss': 0.3785, 'grad_norm': 53.76303482055664, 'learning_rate': 9.743589743589744e-06, 'epoch': 0.58}
{'loss': 0.3214, 'grad_norm': 34.019248962402344, 'learning_rate': 9.733333333333334e-06, 'epoch': 0.59}
{'loss': 0.1982, 'grad_norm': 25.725515365600586, 'learning_rate': 9.723076923076924e-06, 'epoch': 0.59}
{'loss': 0.2545, 'grad_norm': 32.79600524902344, 'learning_rate': 9.712820512820513e-06, 'epoch': 0.6}
{'loss': 0.2404, 'grad_norm': 23.56671905517578, 'learning_rate': 9.702564102564103e-06, 'epoch': 0.6}
{'loss': 0.1418, 'grad_norm': 17.59878158569336, 'learning_rate': 9.692307692307693e-06, 'epoch': 0.6}
{'loss': 0.1891, 'grad_norm': 24.508312225341797, 'learning_rate': 9.682051282051283e-06, 'epoch': 0.61}
{'loss': 0.2942, 'grad_norm': 53.804115295410156, 'learning_rate': 9.671794871794873e-06, 'epoch': 0.61}
{'loss': 0.3827, 'grad_norm': 42.808555603027344, 'learning_rate': 9.661538461538462e-06, 'epoch': 0.62}
{'loss': 0.1403, 'grad_norm': 13.171462059020996, 'learning_rate': 9.651282051282052e-06, 'epoch': 0.62}
{'loss': 0.1593, 'grad_norm': 15.10741901397705, 'learning_rate': 9.641025641025642e-06, 'epoch': 0.63}
{'loss': 0.0877, 'grad_norm': 10.24084186553955, 'learning_rate': 9.630769230769232e-06, 'epoch': 0.63}
{'loss': 0.2729, 'grad_norm': 30.912799835205078, 'learning_rate': 9.620512820512822e-06, 'epoch': 0.64}
{'loss': 0.3476, 'grad_norm': 70.99778747558594, 'learning_rate': 9.610256410256411e-06, 'epoch': 0.64}
{'loss': 0.1906, 'grad_norm': 72.62089538574219, 'learning_rate': 9.600000000000001e-06, 'epoch': 0.65}
{'loss': 0.3167, 'grad_norm': 49.64139938354492, 'learning_rate': 9.589743589743591e-06, 'epoch': 0.65}
{'loss': 0.1185, 'grad_norm': 22.996793746948242, 'learning_rate': 9.579487179487181e-06, 'epoch': 0.66}
{'loss': 0.2641, 'grad_norm': 27.856689453125, 'learning_rate': 9.569230769230769e-06, 'epoch': 0.66}
{'loss': 0.1384, 'grad_norm': 18.007976531982422, 'learning_rate': 9.55897435897436e-06, 'epoch': 0.67}
{'loss': 0.3875, 'grad_norm': 56.99082565307617, 'learning_rate': 9.548717948717949e-06, 'epoch': 0.67}
{'loss': 0.3472, 'grad_norm': 39.2136116027832, 'learning_rate': 9.53846153846154e-06, 'epoch': 0.67}
{'loss': 0.2125, 'grad_norm': 34.462982177734375, 'learning_rate': 9.52820512820513e-06, 'epoch': 0.68}
{'loss': 0.1256, 'grad_norm': 19.26344108581543, 'learning_rate': 9.517948717948718e-06, 'epoch': 0.68}
{'loss': 0.1911, 'grad_norm': 34.048858642578125, 'learning_rate': 9.50769230769231e-06, 'epoch': 0.69}
{'loss': 0.1149, 'grad_norm': 17.18647575378418, 'learning_rate': 9.497435897435898e-06, 'epoch': 0.69}
{'loss': 0.2039, 'grad_norm': 33.366336822509766, 'learning_rate': 9.487179487179487e-06, 'epoch': 0.7}
{'loss': 0.1549, 'grad_norm': 27.206857681274414, 'learning_rate': 9.476923076923079e-06, 'epoch': 0.7}
{'loss': 0.1149, 'grad_norm': 11.162471771240234, 'learning_rate': 9.466666666666667e-06, 'epoch': 0.71}
{'loss': 0.1126, 'grad_norm': 19.516765594482422, 'learning_rate': 9.456410256410257e-06, 'epoch': 0.71}
{'loss': 0.14, 'grad_norm': 25.78680992126465, 'learning_rate': 9.446153846153847e-06, 'epoch': 0.72}
{'loss': 0.1425, 'grad_norm': 24.557764053344727, 'learning_rate': 9.435897435897436e-06, 'epoch': 0.72}
{'loss': 0.1753, 'grad_norm': 28.066822052001953, 'learning_rate': 9.425641025641026e-06, 'epoch': 0.73}
{'loss': 0.2, 'grad_norm': 28.783506393432617, 'learning_rate': 9.415384615384616e-06, 'epoch': 0.73}
{'loss': 0.154, 'grad_norm': 29.539548873901367, 'learning_rate': 9.405128205128206e-06, 'epoch': 0.73}
{'loss': 0.2144, 'grad_norm': 30.429140090942383, 'learning_rate': 9.394871794871796e-06, 'epoch': 0.74}
{'loss': 0.0515, 'grad_norm': 10.14452838897705, 'learning_rate': 9.384615384615385e-06, 'epoch': 0.74}
{'loss': 0.2415, 'grad_norm': 40.74824905395508, 'learning_rate': 9.374358974358975e-06, 'epoch': 0.75}
{'loss': 0.1443, 'grad_norm': 17.662721633911133, 'learning_rate': 9.364102564102565e-06, 'epoch': 0.75}
{'loss': 0.1674, 'grad_norm': 24.90632438659668, 'learning_rate': 9.353846153846155e-06, 'epoch': 0.76}
{'loss': 0.1279, 'grad_norm': 18.103050231933594, 'learning_rate': 9.343589743589745e-06, 'epoch': 0.76}
{'loss': 0.1962, 'grad_norm': 23.857067108154297, 'learning_rate': 9.333333333333334e-06, 'epoch': 0.77}
{'loss': 0.1188, 'grad_norm': 34.77832794189453, 'learning_rate': 9.323076923076924e-06, 'epoch': 0.77}
{'loss': 0.1425, 'grad_norm': 25.86100196838379, 'learning_rate': 9.312820512820514e-06, 'epoch': 0.78}
{'loss': 0.2056, 'grad_norm': 27.493099212646484, 'learning_rate': 9.302564102564104e-06, 'epoch': 0.78}
{'loss': 0.1377, 'grad_norm': 21.44432258605957, 'learning_rate': 9.292307692307694e-06, 'epoch': 0.79}
{'loss': 0.1565, 'grad_norm': 37.4465446472168, 'learning_rate': 9.282051282051283e-06, 'epoch': 0.79}
{'loss': 0.1766, 'grad_norm': 41.64752960205078, 'learning_rate': 9.271794871794873e-06, 'epoch': 0.8}
{'loss': 0.1114, 'grad_norm': 19.467008590698242, 'learning_rate': 9.261538461538461e-06, 'epoch': 0.8}
{'loss': 0.1513, 'grad_norm': 18.128807067871094, 'learning_rate': 9.251282051282053e-06, 'epoch': 0.8}
{'loss': 0.1319, 'grad_norm': 22.78887939453125, 'learning_rate': 9.24102564102564e-06, 'epoch': 0.81}
{'loss': 0.1419, 'grad_norm': 23.229991912841797, 'learning_rate': 9.230769230769232e-06, 'epoch': 0.81}
{'loss': 0.2167, 'grad_norm': 22.63177490234375, 'learning_rate': 9.220512820512822e-06, 'epoch': 0.82}
{'loss': 0.0985, 'grad_norm': 41.53953552246094, 'learning_rate': 9.21025641025641e-06, 'epoch': 0.82}
{'loss': 0.1912, 'grad_norm': 18.60711669921875, 'learning_rate': 9.200000000000002e-06, 'epoch': 0.83}
{'loss': 0.0903, 'grad_norm': 14.164173126220703, 'learning_rate': 9.18974358974359e-06, 'epoch': 0.83}
{'loss': 0.1627, 'grad_norm': 24.661319732666016, 'learning_rate': 9.17948717948718e-06, 'epoch': 0.84}
{'loss': 0.0904, 'grad_norm': 16.427072525024414, 'learning_rate': 9.169230769230771e-06, 'epoch': 0.84}
{'loss': 0.2058, 'grad_norm': 22.984447479248047, 'learning_rate': 9.15897435897436e-06, 'epoch': 0.85}
{'loss': 0.1108, 'grad_norm': 14.6703519821167, 'learning_rate': 9.148717948717949e-06, 'epoch': 0.85}
{'loss': 0.1215, 'grad_norm': 17.10542106628418, 'learning_rate': 9.138461538461539e-06, 'epoch': 0.86}
{'loss': 0.1318, 'grad_norm': 18.501319885253906, 'learning_rate': 9.128205128205129e-06, 'epoch': 0.86}
{'loss': 0.1026, 'grad_norm': 18.611684799194336, 'learning_rate': 9.117948717948718e-06, 'epoch': 0.87}
{'loss': 0.1448, 'grad_norm': 36.21194076538086, 'learning_rate': 9.107692307692308e-06, 'epoch': 0.87}
{'loss': 0.1269, 'grad_norm': 27.058809280395508, 'learning_rate': 9.097435897435898e-06, 'epoch': 0.87}
{'loss': 0.2187, 'grad_norm': 26.904943466186523, 'learning_rate': 9.087179487179488e-06, 'epoch': 0.88}
{'loss': 0.1474, 'grad_norm': 48.149452209472656, 'learning_rate': 9.076923076923078e-06, 'epoch': 0.88}
{'loss': 0.153, 'grad_norm': 47.732139587402344, 'learning_rate': 9.066666666666667e-06, 'epoch': 0.89}
{'loss': 0.1081, 'grad_norm': 20.69187355041504, 'learning_rate': 9.056410256410257e-06, 'epoch': 0.89}
{'loss': 0.2014, 'grad_norm': 54.912940979003906, 'learning_rate': 9.046153846153847e-06, 'epoch': 0.9}
{'loss': 0.2831, 'grad_norm': 41.95652389526367, 'learning_rate': 9.035897435897437e-06, 'epoch': 0.9}
{'loss': 0.1502, 'grad_norm': 20.361297607421875, 'learning_rate': 9.025641025641027e-06, 'epoch': 0.91}
{'loss': 0.1686, 'grad_norm': 23.27640724182129, 'learning_rate': 9.015384615384616e-06, 'epoch': 0.91}
{'loss': 0.0957, 'grad_norm': 14.46284008026123, 'learning_rate': 9.005128205128206e-06, 'epoch': 0.92}
{'loss': 0.1067, 'grad_norm': 33.33176803588867, 'learning_rate': 8.994871794871796e-06, 'epoch': 0.92}
{'loss': 0.0956, 'grad_norm': 15.881214141845703, 'learning_rate': 8.984615384615386e-06, 'epoch': 0.93}
{'loss': 0.0766, 'grad_norm': 14.393985748291016, 'learning_rate': 8.974358974358976e-06, 'epoch': 0.93}
  warnings.warn(
                                                                      
{'loss': 0.0703, 'grad_norm': 15.22457218170166, 'learning_rate': 8.964102564102565e-06, 'epoch': 0.93}
{'loss': 0.1313, 'grad_norm': 23.880943298339844, 'learning_rate': 8.953846153846153e-06, 'epoch': 0.94}
{'loss': 0.2111, 'grad_norm': 39.35055160522461, 'learning_rate': 8.943589743589745e-06, 'epoch': 0.94}
{'loss': 0.1304, 'grad_norm': 17.923139572143555, 'learning_rate': 8.933333333333333e-06, 'epoch': 0.95}
{'loss': 0.0968, 'grad_norm': 16.147220611572266, 'learning_rate': 8.923076923076925e-06, 'epoch': 0.95}
{'loss': 0.1694, 'grad_norm': 19.81700325012207, 'learning_rate': 8.912820512820514e-06, 'epoch': 0.96}
{'loss': 0.1842, 'grad_norm': 40.76436996459961, 'learning_rate': 8.902564102564102e-06, 'epoch': 0.96}
{'loss': 0.1023, 'grad_norm': 21.128372192382812, 'learning_rate': 8.892307692307694e-06, 'epoch': 0.97}
{'loss': 0.1411, 'grad_norm': 21.28644561767578, 'learning_rate': 8.882051282051282e-06, 'epoch': 0.97}
{'loss': 0.1097, 'grad_norm': 24.471155166625977, 'learning_rate': 8.871794871794872e-06, 'epoch': 0.98}
{'loss': 0.1868, 'grad_norm': 38.04520797729492, 'learning_rate': 8.861538461538463e-06, 'epoch': 0.98}
{'loss': 0.1634, 'grad_norm': 26.887649536132812, 'learning_rate': 8.851282051282051e-06, 'epoch': 0.99}
{'loss': 0.1403, 'grad_norm': 20.918811798095703, 'learning_rate': 8.841025641025641e-06, 'epoch': 0.99}
{'loss': 0.1269, 'grad_norm': 50.55464172363281, 'learning_rate': 8.830769230769231e-06, 'epoch': 1.0}
{'loss': 0.0481, 'grad_norm': 20.90045738220215, 'learning_rate': 8.820512820512821e-06, 'epoch': 1.0}
{'loss': 0.2307, 'grad_norm': 38.11695861816406, 'learning_rate': 8.81025641025641e-06, 'epoch': 1.0}
{'loss': 0.2077, 'grad_norm': 46.74897003173828, 'learning_rate': 8.8e-06, 'epoch': 1.01}
{'loss': 0.049, 'grad_norm': 13.034069061279297, 'learning_rate': 8.78974358974359e-06, 'epoch': 1.01}
{'loss': 0.0352, 'grad_norm': 5.794694423675537, 'learning_rate': 8.77948717948718e-06, 'epoch': 1.02}
{'loss': 0.0602, 'grad_norm': 22.420623779296875, 'learning_rate': 8.76923076923077e-06, 'epoch': 1.02}
{'loss': 0.1007, 'grad_norm': 15.062722206115723, 'learning_rate': 8.75897435897436e-06, 'epoch': 1.03}
{'loss': 0.0508, 'grad_norm': 9.571602821350098, 'learning_rate': 8.74871794871795e-06, 'epoch': 1.03}
{'loss': 0.0897, 'grad_norm': 12.540904998779297, 'learning_rate': 8.73846153846154e-06, 'epoch': 1.04}
{'loss': 0.0738, 'grad_norm': 17.92399024963379, 'learning_rate': 8.728205128205129e-06, 'epoch': 1.04}
{'loss': 0.1173, 'grad_norm': 133.55612182617188, 'learning_rate': 8.717948717948719e-06, 'epoch': 1.05}
{'loss': 0.0807, 'grad_norm': 11.915671348571777, 'learning_rate': 8.707692307692309e-06, 'epoch': 1.05}
{'loss': 0.1298, 'grad_norm': 61.29964828491211, 'learning_rate': 8.697435897435898e-06, 'epoch': 1.06}
{'loss': 0.0836, 'grad_norm': 15.076770782470703, 'learning_rate': 8.687179487179488e-06, 'epoch': 1.06}
